Year,Region,FuelType,Mileage,Price,Marca,Name
2010,Malatia-Sebastia,Gasoline,320000,6500,Ford,Fusion (North America)
2004,Malatia-Sebastia,Gasoline,290000,6000,Volkswagen,Touareg
2001,Echmiadzin,Gasoline,250000,6000,Opel,Vectra hatchback
2003,Ararat,Gasoline,380000,2500,VAZ,(Lada) 2112 hatchback
1998,Arzni,Gasoline,345677,3200,Opel,Astra
2001,Artik,Gasoline,300000,7500,Mitsubishi,Pajero coupe
1998,Dilijan,Gasoline,245000,4800,BMW,3 Series
2017,Kentron,Gasoline,46000,22000,Mercedes-Benz,C-Class
2019,Gyumri,Gasoline,52000,15600,Kia,Forte
2016,Arabkir,Gasoline,100000,11500,Hyundai,Elantra
2010,Kentron,Gasoline,140000,11500,Nissan,X-Terra
2015,Davtashen,Gasoline,160000,9600,Chrysler,200
2006,Gavar,Gasoline,245000,3500,VAZ,(Lada) 2110
2001,Davtashen,Gasoline,180000,10000,Lexus,RX
2018,Malatia-Sebastia,Gasoline,50000,25000,Honda,CR-V
1959,Lanjik,Gasoline,180000,2000,GAZ,(ГАЗ) 21 Volga
1999,Abovian,Gasoline,277000,6000,Hyundai,Galloper
2005,Vanadzor,Gasoline,90000,9000,Nissan,X-Trail
2019,Hrazdan,Gasoline,41000,13000,Hyundai,Elantra
2005,Hrazdan,Gasoline,178000,5200,Nissan,Tiida hatchback
2005,Sevan,Gasoline,300000,11500,Honda,Elysion
2019,Avan,Gasoline,63000,18500,Jeep,Renegade
2008,Sevan,Gasoline,145000,3000,VAZ,(Lada) 2107
1997,Ararat,Gasoline,270000,4500,Opel,Vectra
1999,Ararat,Gasoline,239000,4700,Opel,Astra
2018,Kentron,Gasoline,62700,18700,Kia,Sportage
2017,Shengavit,Gasoline,59500,12500,Chevrolet,Cruze
2015,Metsamor,Gasoline,105000,6300,VAZ,(Lada) Priora hatchback
2008,Arabkir,Gasoline,120000,6800,Nissan,Tiida hatchback
2014,Metsamor,Gasoline,132000,7300,VAZ,(Lada) Priora
2016,Arabkir,Hybrid,203000,16500,Ford,Fusion (North America)
2006,Nor Nork,Gasoline,311000,8000,BMW,3 Series
2000,Nor Nork,Gasoline,263000,3700,Opel,Vectra
1961,Nor Nork,Gasoline,100000,2000,Moskvich,(Москвич) 407
2011,Nork-Marash,Gasoline,111000,13500,Toyota,RAV4
2012,Arabkir,Gasoline,154000,10500,Nissan,Juke
2007,Sardarapat,Gasoline,190000,9000,Mercedes-Benz,C-Class
2016,Kentron,Gasoline,90000,12000,Hyundai,Elantra
2020,Arabkir,Electric,52000,23500,Hyundai,Ioniq hatchback
2008,Ashtarak,Gasoline,137295,11500,Land,Rover Freelander
2005,Gyumri,Gasoline,220000,6500,Ford,Escape
2006,Hrazdan,Gasoline,230000,11500,Mercedes-Benz,ML
2002,Yelpin,Gasoline,230000,6700,Mercedes-Benz,240
2016,Avan,Gasoline,90000,11500,Chevrolet,Cruze
2017,Avan,Gasoline,35000,15000,Chevrolet,Cruze
2003,Gyumri,Gasoline,202000,9200,Mercedes-Benz,320
2004,Kotayk,Gasoline,350000,10000,BMW,X5
1998,Gyumri,Gasoline,230000,4800,Mercedes-Benz,E-Class
2018,Gyumri,Gasoline,5500,24500,Toyota,Camry
2019,Shengavit,Gasoline,86000,17300,Kia,Optima
1996,Echmiadzin,Gasoline,400000,3200,Mercedes-Benz,C-Class
2013,Malatia-Sebastia,Gasoline,142000,13700,Toyota,Camry
2016,Ajapnyak,Gasoline,156000,15500,Nissan,Rogue
2000,Gavar,Gasoline,183000,7500,Mercedes-Benz,E-Class
2011,Nor Nork,Gasoline,150000,12800,Kia,Sportage
2018,USA,Gasoline,71000,11800,Ford,Fusion (North America)
2010,Nor Nork,Gasoline,194000,5700,Mercedes-Benz,A-Class hatchback
2005,Aygehovit,Gasoline,109000,5200,Opel,Astra hatchback
2006,Nor Gyugh,Gasoline,200000,10300,BMW,5 Series
2007,Erebuni,Gasoline,220000,12000,Mercedes-Benz,E-Class
2017,Armavir,Gasoline,70000,13300,Nissan,Altima
2014,Armavir,Gasoline,155000,12000,Honda,Accord
2022,Kentron,Gasoline,23000,19800,Toyota,Corolla
2017,Kentron,Gasoline,205000,18000,Infiniti,QX60
2013,Davtashen,Gasoline,124000,12500,Kia,Cerato
2000,Goris,Gasoline,35000,7700,Mercedes-Benz,M-Class
2020,Malatia-Sebastia,Gasoline,62000,15700,Ford,Fusion (North America)
2014,Abovian,Gasoline,190000,9200,Volkswagen,Polo
2018,Shengavit,Gasoline,50000,11800,Kia,Forte
2018,Kentron,Gasoline,35000,59000,BMW,5 Series
2016,Nork-Marash,Gasoline,95000,16700,Hyundai,Tucson
2008,Kanaker-Zeytun,Gasoline,194000,2500,Iran,Khodro Samand
2006,Erebuni,Gasoline,180000,4300,Nissan,Tiida
2018,Kentron,Gasoline,95000,22500,BMW,4 Series coupe
2006,Artashat,Gasoline,230000,2100,VAZ,(Lada) 2112 hatchback
2022,Vedi,Gasoline,11900,25500,Kia,Forte
2010,Sisavan,Gasoline,20000,4500,VAZ,(Lada) 2107
2018,Kentron,Gasoline,80000,60000,BMW,X5 M
2001,Kentron,Gasoline,120000,8300,BMW,X5
2005,Nor Nork,Gasoline,200000,5500,Kia,Sorento
2005,Davtashen,Gasoline,200000,7000,Nissan,Murano
2003,Masis,Gasoline,190000,7000,Nissan,Teana
2014,Kentron,Gasoline,150000,9300,Ford,Fusion (North America)
2012,Davtashen,Gasoline,200000,4000,Renault,Logan
2012,Charentsavan,Gasoline,160000,8000,Mercedes-Benz,E-Class AMG
1996,Bjni,Gasoline,160000,1300,GAZ,(ГАЗ) 31029 Volga wagon
2023,Ptghni,Electric,43,26500,Kia,EV5
1996,Erebuni,Gasoline,320000,3300,Mercedes-Benz,C-Class
2023,Verin Ptghni,Electric,34,31000,BYD,Song Plus
2023,Verin Ptghni,Electric,36,35000,Zeekr,X
2023,Verin Ptghni,Electric,25,24000,Honda,e:NS1
2016,Davtashen,Gasoline,95953,9400,Nissan,Sentra
2007,Masis,Diesel,222221,13500,Mercedes-Benz,Viano
2023,Ptghni,Electric,55,22000,Honda,e:NS1
2011,Ajapnyak,Gasoline,250000,5700,Hyundai,Elantra
1999,Ijevan,Gasoline,250000,3200,Opel,Astra hatchback
1998,Erebuni,Gasoline,280000,4500,Opel,Astra hatchback
1998,Erebuni,Gasoline,120000,5000,Opel,Astra
1998,Armavir,Gasoline,300000,3800,Opel,Astra hatchback
2020,Kentron,Gasoline,110000,8900,VAZ,(Lada) 2121 (4x4)
2009,Kentron,Gasoline,195000,5600,VAZ,(Lada) Priora
2021,Avan,Gasoline,9000,27300,Mazda,CX-30
2008,Kentron,Gasoline,253000,37900,Toyota,Land Cruiser
2004,Echmiadzin,Gasoline,250000,2850,VAZ,(Lada) 2110
2018,Ashtarak,Gasoline,120000,10500,Chevrolet,Cruze
2001,Hrazdan,Gasoline,320000,5400,Opel,Zafira
2009,Nor Nork,Gasoline,220000,18000,Mercedes-Benz,GL-Class
2019,Davtashen,Gasoline,80000,18000,Jeep,Compass
2013,Davtashen,Hybrid,184000,9500,Chevrolet,Volt
2021,Davtashen,Gasoline,7000,27500,Mazda,CX-5
2022,Davtashen,Gasoline,12000,34000,Kia,Sportage
1990,Shenik,Gasoline,350000,2000,Mercedes-Benz,W124
2004,Ayntap,Gasoline,170000,18500,Lexus,GX
2005,Shenik,Gasoline,168000,11500,Infiniti,FX35
2004,Arabkir,Gasoline,290000,3800,Peugeot,307 hatchback
2022,Arabkir,Gasoline,12000,40000,Infiniti,QX55
2008,Arabkir,Gasoline,140000,17000,Nissan,Armada
2018,Arabkir,Gasoline,110000,13300,Hyundai,Elantra
2003,Gyumri,Gasoline,267000,4500,Opel,Astra hatchback
2012,Jrvezh,Gasoline,1400,7200,VAZ,(Lada) 2121 Niva
1994,Ashtarak,Gasoline,240000,1800,Opel,Vectra
2019,Hrazdan,Gasoline,62900,23000,Kia,Sorento Prime
2012,Hrazdan,Gasoline,197000,10300,Mazda,3
2018,Kentron,Gasoline,130400,14200,Toyota,Corolla
2021,Kentron,Electric,15000,27000,Audi,E-tron
2000,Shengavit,Gasoline,327000,3000,Opel,Astra
2014,Abovian,Gasoline,150000,12500,Kia,Forte
2018,Kentron,Gasoline,50000,52000,Lexus,GX
2021,Kentron,Gasoline,39000,17900,Mazda,6
2007,Hrazdan,Gasoline,91000,10500,Mercedes-Benz,C-Class
2000,Avan,Gasoline,170000,5850,BMW,3 Series
2016,Nor Nork,Gasoline,155000,26000,Volkswagen,Touareg
1997,Yeghegnadzor,Gasoline,100000,3700,Volkswagen,Vento
2017,Malatia-Sebastia,Gasoline,77000,37000,Mercedes-Benz,CLS-Class AMG
2017,Aparan,Gasoline,94000,9000,Ford,Focus
2005,Ajapnyak,Gasoline,250000,10500,BMW,X5
2000,Ajapnyak,Gasoline,198000,6500,Mercedes-Benz,E-Class
2017,Kentron,Hybrid,180000,14500,Toyota,Prius hatchback
2009,Abovian,Gasoline,125000,11000,Toyota,Camry
1996,Abovian,Gasoline,318000,6000,Mercedes-Benz,E-Class
2020,Shengavit,Gasoline,55000,17900,Kia,Sportage
2007,Ashtarak,Gasoline,207000,28000,Mercedes-Benz,G-Class
2014,Nor Nork,Gasoline,162000,8400,Dodge,Dart
2001,Arabkir,Gasoline,180888,3500,Volkswagen,Golf hatchback
2004,Ajapnyak,Gasoline,160000,8000,Infiniti,FX35
2016,Shengavit,Gasoline,73000,24000,BMW,4 Series coupe
2005,Geghanist,Gasoline,280000,7500,BMW,X5
2017,Kentron,Gasoline,124000,14300,Hyundai,Sonata
2017,Kentron,Gasoline,70000,22000,Infiniti,Q50
2003,Sevan,Gasoline,269000,4800,Opel,Meriva
2009,Ararat,Gasoline,212,10500,Chrysler,300C
1997,Stepanavan,Gasoline,334000,2173,Volkswagen,Golf hatchback
1998,Stepanavan,Gasoline,210000,4000,Opel,Astra hatchback
2011,Jrapi,Gasoline,115000,4000,VAZ,(Lada) 2107
2017,Shengavit,Gasoline,160000,40000,Mercedes-Benz,E-Class
2008,Avan,Gasoline,250000,13500,BMW,X5
2016,Nor Nork,Gasoline,83000,10650,Kia,Forte
2008,Nor Nork,Gasoline,180000,8800,Infiniti,EX-Series
2021,Nork-Marash,Gasoline,33000,39500,Toyota,Camry
2013,Nor Nork,Hybrid,200000,9500,Chevrolet,Volt hatchback
2018,Aghavnatun,Gasoline,37000,13300,Hyundai,Elantra
2004,Nor Ughi,Gasoline,85000,2300,VAZ,(Lada) 2107
1979,Nor Ughi,Gasoline,75000,3000,VAZ,(Lada) 2103
2003,Nor Ughi,Gasoline,180000,6000,Opel,Zafira
2016,Nor Nork,Gasoline,90000,25000,Mercedes-Benz,C-Class
2014,Hrazdan,Gasoline,250000,13000,Toyota,Camry
2000,Abovian,Gasoline,294000,3000,Opel,Vectra
2002,Vanadzor,Gasoline,429361,2000,VAZ,(Lada) 2115
2018,Ajapnyak,Gasoline,38000,17650,Jeep,Compass
2020,Nor Nork,Gasoline,20800,17500,Kia,Forte
2002,Merdzavan,Gasoline,140000,10500,Mercedes-Benz,320
2018,Kentron,Electric,50000,19800,Tesla,Model 3
2019,Artashat,Gasoline,79000,17000,Nissan,Rogue
2020,Artashat,Gasoline,21200,20000,Nissan,Altima
2016,Avan,Gasoline,62000,12000,Hyundai,Sonata
2008,Kentron,Gasoline,330000,4000,VAZ,(Lada) Priora hatchback
2006,Armavir,Gasoline,450000,6800,BMW,5 Series
1999,Armavir,Gasoline,499999,2800,Opel,Astra wagon
2006,Davtashen,Gasoline,190000,10500,Honda,Elysion
2000,Garni,Gasoline,222000,6000,Opel,Zafira
2014,Malatia-Sebastia,Gasoline,118000,37000,BMW,X5
2021,Arabkir,Electric,53000,31000,Tesla,Model Y
2018,Arabkir,Gasoline,131000,26500,Infiniti,QX50
2019,Abovian,Gasoline,39085,24000,Mazda,CX-5
2018,Malatia-Sebastia,Gasoline,52000,16500,Hyundai,Tucson
2018,Malatia-Sebastia,Gasoline,51000,20000,Kia,Sportage
2020,Malatia-Sebastia,Gasoline,18000,25000,Kia,Sorento Prime
2007,Hrazdan,Hybrid,190000,8400,Toyota,Corolla
1999,Hrazdan,Gasoline,250000,3400,Opel,Astra
2022,Davtashen,Gasoline,4800,29500,Honda,Accord
1994,Kapan,Diesel,350000,4000,Mitsubishi,Pajero wagon
2017,Davtashen,Gasoline,93000,16900,Jeep,Compass
2019,Davtashen,Gasoline,127000,10500,Nissan,Sentra
2018,Davtashen,Gasoline,23000,24200,Mercedes-Benz,GLA-Class
2002,Ajapnyak,Gasoline,263000,6500,Suzuki,Grand Vitara
2018,Malatia-Sebastia,Gasoline,27000,18000,Kia,Sorento
2018,Malatia-Sebastia,Gasoline,70000,16000,Kia,Optima
2024,Arabkir,Electric,10,26700,AIQAR,eQ3
2018,Arabkir,Gasoline,41000,28500,Toyota,RAV4
2005,Shengavit,Gasoline,163000,7800,Honda,Odyssey (North America)
2011,Arabkir,Gasoline,177000,10500,Hyundai,Elantra
1996,Taperakan,Gasoline,130000,2000,VAZ,(Lada) 2107
2010,Arabkir,Diesel,326000,15500,Mercedes-Benz,GL-Class
1994,Arabkir,Gasoline,295000,4400,Mercedes-Benz,C-Class
2011,Ajapnyak,Gasoline,210000,5500,Nissan,Sunny
1993,Ajapnyak,Gasoline,50000,6700,Mercedes-Benz,E-Class
2008,Erebuni,Gasoline,260000,8000,BMW,5 Series
2012,Arabkir,Gasoline,105000,10500,Kia,Sportage
2014,Erebuni,Gasoline,160000,58000,Mercedes-Benz,S-Class
2018,Erebuni,Gasoline,130000,24000,Mazda,6
2001,Martuni,Gasoline,60000,3650,VAZ,(Lada) 2106
2008,Arabkir,Gasoline,108000,10000,Toyota,Corolla
2020,Avan,Gasoline,20000,20800,Toyota,Corolla
2020,Avan,Gasoline,45000,17200,Mazda,3
2019,Erebuni,Gasoline,67000,42900,Audi,Q5
2002,Davtashen,Gasoline,430000,5300,Opel,Zafira
2002,Ajapnyak,Gasoline,320000,3500,Volkswagen,Golf wagon
1999,Kentron,Gasoline,349000,6800,Mercedes-Benz,320
2011,Echmiadzin,Gasoline,50000,4700,VAZ,(Lada) 2107
2004,Davtashen,Gasoline,210000,7600,Nissan,X-Trail
2020,Abovian,Gasoline,87000,33500,Toyota,RAV4
2020,Malatia-Sebastia,Gasoline,43000,16000,Kia,Forte
2006,Abovian,Gasoline,208000,3300,GAZ,(ГАЗ)
2012,Ararat,Gasoline,70000,10500,UAZ,(УАЗ) Hunter
2005,Artashat,Gasoline,175000,2500,VAZ,(Lada) 2107
2018,Ararat,Gasoline,69000,16800,Nissan,Rogue
2000,Malatia-Sebastia,Gasoline,199000,5700,BMW,3 Series
2018,Arabkir,Gasoline,59000,24000,Infiniti,Q50
2020,Armavir,Gasoline,17000,16000,Nissan,Sentra
2019,Arabkir,Electric,82000,27500,Tesla,Model 3
2011,Kanaker-Zeytun,Gasoline,129600,9500,Nissan,Juke
2012,Arabkir,Hybrid,300000,14000,Toyota,Camry
2017,Vanadzor,Gasoline,137000,13699,Ford,Fusion (North America)
2002,Gyumri,Gasoline,220000,7300,BMW,X5
2017,Arabkir,Gasoline,46000,25200,Mazda,CX-9
1995,Hrazdan,Gasoline,300000,1300,Opel,Vectra
2004,Yeghvard,Gasoline,238900,5000,Nissan,X-Trail
2006,Kentron,Gasoline,130000,17700,Toyota,Alphard
2018,Kentron,Gasoline,50000,13000,Kia,Optima
2017,Shengavit,Gasoline,122000,4400,Jeep,Cherokee
1999,Avan,Gasoline,274000,12500,BMW,3 Series
2012,Dilijan,Gasoline,102000,17000,Toyota,Camry
2017,Yeghvard,Gasoline,105900,13000,Nissan,Rogue
2019,Malatia-Sebastia,Gasoline,70000,11300,Chevrolet,Malibu
2005,Gyumri,Gasoline,152820,6700,Mercedes-Benz,E-Class
2011,Ajapnyak,Gasoline,195000,10800,Suzuki,Kizashi
2009,Artik,Gasoline,131000,4800,Volkswagen,Tiguan
2006,Gyumri,Gasoline,230000,4000,Scion,xA hatchback
1994,Ashtarak,Gasoline,270000,38000,Mercedes-Benz,C-Class
2022,Shengavit,Gasoline,6000,12900,Toyota,RAV4
2019,Avan,Gasoline,81000,15500,Chevrolet,Cruze
2020,Ajapnyak,Gasoline,38000,20000,UAZ,(УАЗ) Patriot
2020,Kentron,Gasoline,18500,10000,Subaru,Legacy
2015,Kentron,Gasoline,187000,2700,Chrysler,200
2001,Spitak,Diesel,180000,5200,Opel,Omega
1998,Malatia-Sebastia,Gasoline,233000,19000,BMW,5 Series
2020,Malatia-Sebastia,Gasoline,65000,11800,Acura,ILX
2019,Nor Geghi,Gasoline,72000,20500,Kia,Optima
2018,Malatia-Sebastia,Gasoline,115000,17000,Toyota,RAV4
2008,Vanadzor,Gasoline,300000,10500,Mercedes-Benz,S-Class
2001,Ashtarak,Gasoline,120000,6200,Mercedes-Benz,S-Class
2000,Ashtarak,Gasoline,238000,11800,Mercedes-Benz,C-Class
2012,Ajapnyak,Gasoline,134000,8300,Toyota,Corolla
2011,Charentsavan,Gasoline,95000,16000,Hyundai,Elantra hatchback
2007,Erebuni,Gasoline,155000,45000,Mercedes-Benz,S-Class
2022,Shengavit,Gasoline,13000,2800,Mazda,CX-9
1999,Abovian,Gasoline,290000,21900,Opel,Astra hatchback
2021,Shengavit,Gasoline,18000,3100,Kia,K5
2004,Erebuni,Gasoline,330000,6000,Hyundai,Matrix
2001,Sevan,Gasoline,241000,12800,Opel,Zafira
2011,Erebuni,Gasoline,124665,75000,Toyota,Camry
2022,Arabkir,Gasoline,10000,24500,Lexus,GX
2020,Avan,Gasoline,36000,7500,Ford,Mustang coupe
2009,Davtashen,Gasoline,170000,5000,Volkswagen,Passat CC
1997,Ijevan,Gasoline,85000,2000,GAZ,(ГАЗ) ГАЗель
1983,Vanadzor,Gasoline,50000,1800,VAZ,(Lada) 2106
1985,Echmiadzin,Gasoline,45678,20000,VAZ,(Lada) 2106
2005,Arabkir,Gasoline,63000,8600,Lexus,RX
2007,Ashtarak,Gasoline,145000,10100,Toyota,Camry
2017,Arabkir,Gasoline,107000,12500,Chevrolet,Cruze
2021,Vanadzor,Gasoline,31000,13000,VAZ,(Lada) 2121 (4x4)
2009,Ajapnyak,Gasoline,130000,6500,Infiniti,FX35
2003,Malatia-Sebastia,Gasoline,138000,3400,BMW,3 Series
1998,Armavir,Gasoline,310000,20000,Opel,Astra wagon
2016,Nor Nork,Gasoline,88000,8800,BMW,5 Series
2011,Nubarashen,Hybrid,165000,8000,Chevrolet,Volt hatchback
2004,Garni,Gasoline,330000,11000,BMW,5 Series
2011,Kentron,Gasoline,187000,14000,Hyundai,Sonata
2004,Malatia-Sebastia,Gasoline,150000,6000,Toyota,Alphard
2013,Nor Nork,Gasoline,112000,10000,Kia,Optima
2016,Nor Nork,Gasoline,58000,24500,Volvo,S60
2020,Shengavit,Gasoline,40000,21000,Toyota,Camry
2017,Shengavit,Gasoline,60000,5800,Chevrolet,Camaro coupe
2001,Vanadzor,Gasoline,154000,7700,Mitsubishi,Pajero IO
2003,Abovian,Gasoline,17000,24500,BMW,3 Series
2020,Shengavit,Gasoline,25000,23000,Mazda,CX-5
2016,Ajapnyak,Gasoline,254000,8700,Ford,Transit
2011,Shengavit,Gasoline,130000,3000,Audi,A5 coupe
2004,Shengavit,Gasoline,220000,18000,Nissan,March hatchback
2019,Tashir,Gasoline,90000,18000,Hyundai,Kona
2012,Malatia-Sebastia,Gasoline,210000,20500,Volkswagen,Touareg
2016,Ajapnyak,Gasoline,92000,28000,Mercedes-Benz,CLA-Class
2021,Malatia-Sebastia,Gasoline,24000,16000,Honda,Accord
2014,Malatia-Sebastia,Gasoline,100000,16400,Ford,Edge
2013,Artik,Gasoline,260000,3400,Ford,Explorer
1998,Janfida,Gasoline,68000,13500,VAZ,(Lada) 2106
2019,Kentron,Gasoline,69588,30000,Kia,Forte
2017,Kentron,Gasoline,88000,12500,BMW,5 Series
2004,Spitak,Gasoline,150000,10500,Nissan,Xterra
2015,Ajapnyak,Gasoline,70210,10000,Kia,Forte
2006,Davtashen,Gasoline,170000,3700,Volkswagen,Touareg
1999,Parakar,Gasoline,440000,2500,Opel,Astra hatchback
2000,Vedi,Gasoline,70000,8500,VAZ,(Lada) 2121 (4x4)
2008,Davtashen,Gasoline,250000,13000,Toyota,Corolla
2006,Nor Nork,Gasoline,220000,8000,Mercedes-Benz,CLS-Class
2002,Spitak,Gasoline,100000,7700,Nissan,Pathfinder
2013,Kentron,Hybrid,129000,18800,Chevrolet,Volt hatchback
2013,Erebuni,Gasoline,51000,3700,Infiniti,G37 coupe
1999,Nor Nork,Gasoline,380000,16800,Opel,Astra
2016,Kentron,Gasoline,81000,8000,Toyota,Camry
2001,Zovuni,Gasoline,248000,7999,Mercedes-Benz,E-Class
2006,Masis,Gasoline,150000,5500,BMW,3 Series
2012,Abovian,Gasoline,340000,10600,Ford,Focus hatchback
2009,Masis,Gasoline,193000,16500,BMW,X6
2021,Ajapnyak,Gasoline,50000,8500,Kia,Forte
2016,Ashtarak,Gasoline,60000,10500,VAZ,(Lada) 2121 Niva
2005,Dilijan,Gasoline,260000,3200,Mercedes-Benz,E-Class
2005,Goris,Gasoline,235000,13500,VAZ,(Lada) 2121 (4x4)
2017,Ajapnyak,Gasoline,80000,14800,Hyundai,Elantra
2018,Malatia-Sebastia,Gasoline,65000,2500,Dodge,Journey
1996,Garni,Gasoline,350000,14800,BMW,5 Series
2015,Shengavit,Gasoline,142000,1000,Toyota,Camry
2000,Malatia-Sebastia,Gasoline,104000,9200,Nissan,Presea
2008,Kanaker-Zeytun,Gasoline,157000,7800,Ford,Escape
2011,Malatia-Sebastia,Hybrid,170000,6900,Chevrolet,Volt
2006,Kentron,Gasoline,271000,2500,Mercedes-Benz,C-Class
2007,Artashat,Gasoline,300000,3700,VAZ,(Lada) 2107
2006,Gyumri,Gasoline,200000,19500,VAZ,(Lada) 2114 hatchback
2015,Davtashen,Gasoline,125000,25000,Toyota,Camry
2010,Davtashen,Gasoline,170000,2500,Nissan,Patrol
1997,Malatia-Sebastia,Gasoline,355000,5100,Volkswagen,Golf hatchback
1996,Byureghavan,Gasoline,440000,3300,Mercedes-Benz,E-Class
1991,Armavir,Diesel,50000,4700,Ford,Transit wagon
2003,Echmiadzin,Gasoline,320000,2000,Mazda,MPV
1992,Shengavit,Gasoline,350000,3000,Opel,Vectra hatchback
1994,Ararat,Gasoline,289000,8000,Volkswagen,Golf hatchback
2018,Arabkir,Gasoline,100000,5000,Ford,Fiesta
2001,Kentron,Gasoline,300000,3800,Mercedes-Benz,C-Class
1999,Shengavit,Gasoline,233000,9200,BMW,3 Series coupe
2018,Erebuni,Gasoline,129000,3700,Mitsubishi,Mirage
2002,Kentron,Gasoline,250000,16500,Opel,Astra convertible
2016,Nor Nork,Gasoline,82000,3200,Toyota,Camry
2009,Erebuni,Gasoline,150000,31000,VAZ,(Lada) 2107
2019,Ajapnyak,Gasoline,81000,3560,Toyota,RAV4
1993,Yeghvard,Gasoline,326092,2500,Mercedes-Benz,S-Class
1992,Charentsavan,Gasoline,250000,34500,BMW,5 Series
2015,Ajapnyak,Gasoline,62000,13000,Lexus,NX
2013,Arabkir,Gasoline,129000,9900,Ford,Fusion (North America)
2015,Arabkir,Gasoline,170000,16500,Ford,Focus
2005,Arabkir,Gasoline,143000,3000,Land,Rover Range Rover Sport
1995,Voskevaz,Gasoline,20000,15300,Opel,Vectra wagon
2017,Masis,Hybrid,150000,2000,Nissan,Rogue
1994,Saralanj,Gasoline,2000,12500,VAZ,(Lada) 2121 Niva
2016,Ajapnyak,Hybrid,67000,14000,Chevrolet,Volt hatchback
2015,Ajapnyak,Gasoline,100000,13300,Mazda,6
2018,Ajapnyak,Gasoline,42000,15800,Chevrolet,Malibu
2018,Nork-Marash,Gasoline,48000,3000,Nissan,Rogue
2007,Surenavan,Gasoline,84000,1800,VAZ,(Lada) 2107
1984,Ararat,Gasoline,100000,3800,VAZ,(Lada) 2121 Niva
2003,Gyumri,Gasoline,110000,6600,Volkswagen,Passat
2008,Parakar,Gasoline,110000,8500,Nissan,Tiida hatchback
1997,Abovian,Gasoline,200000,3000,Mercedes-Benz,S-Class
2007,Maralik,Gasoline,29000,12500,VAZ,(Lada) 2115
2019,Abovian,Gasoline,90000,7500,Kia,Optima
2006,Abovian,Gasoline,163000,15000,Nissan,X-Trail
2008,Armavir,Gasoline,150000,70000,Lexus,RX
2018,Ajapnyak,Gasoline,156000,25000,Mercedes-Benz,S-Class
2006,Echmiadzin,Gasoline,185000,4000,Mercedes-Benz,E-Class
1998,Malatia-Sebastia,Gasoline,400000,6000,Opel,Astra hatchback
2003,Gyumri,Gasoline,160000,27000,Nissan,Murano
2021,Armavir,Gasoline,11000,8000,Mazda,CX-5
2004,Avan,Gasoline,220000,1800,BMW,X5
1994,Nor Nork,Gasoline,150000,14700,Opel,Vectra
2024,Kentron,Electric,13,16500,BYD,Seagull hatchback
2015,Proshyan,Hybrid,91000,17500,Chevrolet,Volt hatchback
2016,Proshyan,Hybrid,92000,11300,Chevrolet,Volt hatchback
2017,Armavir,Gasoline,59000,23000,Kia,Forte
2023,USA,Electric,7200,19800,Tesla,Model Y
2020,Erebuni,Gasoline,72000,4800,Skoda,Octavia
1996,Gyumri,Gasoline,285000,23000,Mercedes-Benz,E-Class
2019,Kentron,Gasoline,31500,13000,Toyota,C-HR
2016,Davtashen,Gasoline,40000,2400,Nissan,Juke
1995,Echmiadzin,Gasoline,280000,500,Hyundai,Sonata
2010,Masis,Gasoline,372000,11500,Daewoo,Nexia
2014,Erebuni,Gasoline,270000,16000,Ford,Fusion (North America)
2015,Abovian,Gasoline,180000,10200,Toyota,Camry
2013,Ayntap,Hybrid,193000,4500,Chevrolet,Volt
2013,Abovian,Gasoline,320000,3500,BYD,F3
2003,Noravan,Gasoline,184706,11500,Nissan,March hatchback
2017,Erebuni,Gasoline,133624,4300,Kia,Optima
2000,Gyumri,Gasoline,240008,3000,Opel,Astra wagon
1998,Vedi,Gasoline,250000,5700,VAZ,(Lada) 2104 wagon
2000,Vedi,Gasoline,453000,5500,Opel,Zafira
2009,Erebuni,Gasoline,108000,10000,Suzuki,Splash hatchback
2012,Arabkir,Gasoline,97000,6300,Nissan,Juke
2006,Goris,Gasoline,199000,24800,Nissan,Bluebird
2022,Geghanist,Gasoline,2734,4000,Mazda,CX-5
1994,Spitak,Gasoline,300000,4500,Mercedes-Benz,E-Class
1998,Spitak,Gasoline,370000,4500,Opel,Astra wagon
1995,Yeghvard,Gasoline,250000,4500,Mercedes-Benz,C-Class
2001,Yeghvard,Gasoline,150000,5700,Opel,Zafira
1999,Armavir,Gasoline,277000,2800,Opel,Zafira
2001,Armavir,Gasoline,202000,8300,Peugeot,307 hatchback
2004,Nor Nork,Gasoline,230000,24000,Kia,Sorento
2016,Ajapnyak,Gasoline,155000,3000,Lexus,IS
1997,Erebuni,Gasoline,500000,22000,Mercedes-Benz,C-Class
2015,Abovian,Gasoline,187000,7000,Mercedes-Benz,C-Class
2010,Erebuni,Gasoline,175000,3200,Nissan,Versa hatchback
1985,Malatia-Sebastia,Gasoline,300000,26000,Mercedes-Benz,E-Class
2019,Shengavit,Gasoline,40000,18500,Kia,Stinger
2020,Sevan,Gasoline,80000,9500,Toyota,Corolla
2008,Shengavit,Gasoline,112000,6500,Honda,Legend
2001,Shengavit,Gasoline,147000,2500,Honda,Integra
2008,Malatia-Sebastia,Gasoline,636000,3600,Iran,Khodro Samand
2001,Vanadzor,Gasoline,255000,12000,Honda,HR-V
2014,Arzni,Hybrid,197000,38000,Honda,Civic
2017,Nor Nork,Gasoline,98000,6500,Lexus,IS
2006,Kentron,Diesel,205000,9500,Ford,Transit hatchback
